,id,start,end,x,y
38,JjduaMIoKvI,266.9697,269.9697,0.476562,0.366667
39,IlnHVjvBDU0,275.76,288.16,0.475,0.304167
40,zFH0QbS-l-w,287.153533,291.557933,0.53125,0.41805600000000004
41,h5wT_c4fQ1o,168.201367,179.9798,0.525521,0.27037
42,3AsPqH3QaQM,273.439833,282.949333,0.524219,0.25972199999999995
43,aaEA__Js2u0,270.0,273.266667,0.8695309999999999,0.7875
44,7rYeSDHS0U0,120.0,134.28,0.48515600000000003,0.276389
45,qpEzCs23PWE,134.10063300000002,144.110633,0.501042,0.303704
46,8E2UlNrLNmk,50.721,53.721,0.4625,0.323148
47,BjvtZkHWExY,79.370958,89.50608299999999,0.31406300000000004,0.197222
48,qzM4wshoqGs,91.36,94.36,0.555729,0.348148
49,871zAw-g1ZM,120.566667,124.13333300000001,0.526563,0.38611100000000004
50,JpJoybtabbU,186.866667,190.566667,0.25416700000000003,0.46574099999999996
51,lUdymhI3Zl4,203.0,208.4,0.520833,0.403704
52,RdUVaYI3bmg,120.522522,127.86161100000001,0.517708,0.09537000000000001
53,Uu1xVo0CF5o,106.5064,119.98653300000001,0.552604,0.28518499999999997
54,WfpZPDqNNg0,260.433,269.999,0.723958,0.248148
55,G7xm-5aDZyg,114.52,120.0,0.486458,0.23425900000000002
56,jdshBkVfjrA,293.852,299.975,0.433594,0.476389
57,3gcWAZSNi2E,30.997633,38.204833,0.598958,0.31759299999999996
58,Wl3HSpsiIb4,229.64608900000002,235.36012200000002,0.627344,0.22638899999999998
59,yeqK6kqoIYk,221.2,227.68,0.306792,0.295833
60,YWgXhe7JYp4,144.602789,149.899756,0.835417,0.151852
61,ReXQGb2k3fo,11.166667,22.2,0.417187,0.429167
62,2RvWHWhyx1w,56.993267,59.993267,0.5273439999999999,0.375
63,AOoqrXx5BNU,164.3,177.267,0.541146,0.5444439999999999
64,_8K1hWkirLo,90.0,96.64,0.494271,0.300926
65,cPUBnjqIaXI,189.933333,195.466667,0.797656,0.44305600000000006
66,342Pxxa7n8Q,253.2,256.56,0.308854,0.371296
67,umcJyBaatBs,105.53333300000001,119.46666699999999,0.607031,0.408333
68,QYnLgIsR3bc,180.5804,184.150633,0.49296899999999994,0.277778
69,ohd_xOV6zW4,56.993,59.993,0.515104,0.469444
70,DxpQmBfA6vM,83.086,86.086,0.314583,0.442593
71,xwxbJkXRJHw,247.64,254.12,0.45546899999999996,0.201389
72,Gqt1A6O6UTk,66.3,69.366,0.759375,0.181944
73,YOySUCOJUtQ,127.994533,141.10763300000002,0.5664060000000001,0.24027800000000002
74,ft3fl0x3gFo,232.966,240.0,0.520312,0.445833
75,7DBdAnTuw5c,61.394667000000005,66.524789,0.503125,0.24259299999999998
76,ibPOxQ7XYPk,30.16,37.44,0.478125,0.263889
77,ausPEm5ZWQE,76.916667,90.0,0.39604,0.286111
78,a2iQ7kB5b6s,136.28,140.76,0.517188,0.446296
79,WddCvVatDlo,240.0,251.3,0.6375,0.558333
80,04BgTYq4Ckk,273.25,284.042,0.539844,0.45277799999999996
81,wBDD5wTG7P0,200.866,207.766,0.43203100000000005,0.201389
82,6LapKTptu8w,162.033,172.799,0.517188,0.216667
83,gX8qtrFaLs4,120.9238,123.9238,0.496354,0.306481
84,XXtkzCkzA64,106.92,119.92,0.608333,0.313889
85,TH0xt8XIvVs,120.007,134.352,0.549219,0.295833
86,H2VCPO0isFQ,31.489789000000002,35.744044,0.817708,0.127778
87,aVP0dc3dvtA,143.41,149.984,0.48593800000000004,0.27963000000000005
88,5fnzANZN-O4,120.125,135.058333,0.558333,0.220833
89,alHB2f34oRI,115.482033,119.586133,0.568229,0.28055599999999997
90,98iIikUQgWQ,233.666,239.989,0.522656,0.376389
91,81jh1rIVC0g,257.96,263.08,0.5,0.249074
92,UVDnhj-jZl0,106.2,110.33333300000001,0.875,0.854167
93,awqKt7frvJI,166.36,169.36,0.549219,0.25
94,RfP2dOHPej8,232.498933,239.872967,0.710156,0.347222
95,GtM2sM6r3So,124.25746699999999,131.9318,0.48359399999999997,0.341667
96,k3NzaNrdALo,74.06666700000001,77.166667,0.6992189999999999,0.358333
97,vK-snIInirc,138.1,149.566667,0.825521,0.4375
98,r3N3LCHqjdI,164.430933,176.860022,0.45729200000000003,0.268519
99,gOWL5FwU4c4,37.68,42.8,0.49686800000000003,0.354167
100,MZnQ3eZuUAE,241.96,245.24,0.651563,0.44166700000000003
101,w3OsQe52KD0,17.084,20.12,0.433594,0.320833
102,sU9o6PU_EeY,20.36,25.4,0.469792,0.396296
103,aCHFsX2ze4A,256.65,260.833,0.428646,0.414815
104,qFiqezS4_Fw,112.24,120.0,0.338542,0.412963
105,_SvDXwheJlM,180.346833,184.71786699999998,0.48515600000000003,0.390278
106,FfDy_abRFr8,270.0698,275.408467,0.685937,0.29907399999999995
107,HoeRIgYg9s4,52.5525,59.109056,0.561979,0.456481
108,pZFTSmzbBmI,65.3653,69.335933,0.585156,0.534722
109,447M_WXVZz8,24.92,30.0,0.453125,0.27222199999999996
110,8BQxktcqJjU,287.920967,298.064433,0.3125,0.24722199999999997
111,YXHQsV27oO0,114.56,117.56,0.60625,0.220833
112,gBNFfez-vUU,200.466667,203.466667,0.867188,0.8111109999999999
113,ipcZj9l2a6o,114.48103300000001,119.98653300000001,0.510417,0.20463
114,M_HcFLa0b1Q,45.52,56.44,0.7226560000000001,0.21111100000000002
115,tpmDa6rRFbE,261.16,265.0,0.158333,0.8546299999999999
116,9b0OSsywmw8,116.98653300000001,119.98653300000001,0.30625,0.279167
117,9W-s6g88Vhw,44.28,51.32,0.557813,0.355556
118,BJsd0c6gi5U,173.4733,179.9798,0.708594,0.193056
119,PAcl7Amzqnw,131.051,134.051,0.278125,0.186111
120,ma1stzY-hFs,206.7931,209.7931,0.61875,0.32592600000000005
121,nC3xThn3sBI,25.533333,30.0,0.602344,0.5236109999999999
122,t9uYgFyEwmg,19.019,26.3263,0.669531,0.256944
123,4dUJVqvs2Qo,263.972,269.185,0.708854,0.30463
124,SR9mKYRAOEs,271.0,277.24,0.453125,0.30277800000000005
125,XJt3DGMLYas,240.306733,250.783867,0.526042,0.364815
126,vNs_u_S8pmw,166.9668,179.9798,0.20625,0.385185
127,tr4cqD_UEUc,182.41556699999998,187.0869,0.234375,0.283333
128,oX2WY-uO3tM,289.733333,299.4,0.559375,0.33472199999999996
129,byZdbbWenGs,199.732867,203.8036,0.197656,0.21527800000000002
130,xAFsxbtvq1Y,120.0,124.375,0.475,0.227778
131,zLSKw9KHI5s,129.296,133.266,0.491803,0.414583
132,0hcPftmvvJ4,166.636133,169.636133,0.525781,0.28194400000000003
133,gFMEmquKDls,180.0,183.28,0.489063,0.375
134,gTbBA55oVtA,9.929589,12.929589,0.192188,0.278704
135,oUtIW6KbWA4,138.041667,150.0,0.496094,0.29027800000000004
136,VaS8Uc0qQoE,266.732,269.969,0.517188,0.216667
137,U_AVbzYkQ3E,262.266667,270.0,0.898438,0.138889
138,tBhx3g7hXNw,42.3423,45.512133,0.442708,0.35277800000000004
139,ksn7GP_hc34,51.72,56.84,0.6125,0.278704
140,4YqoTfGb4nQ,138.9388,142.5424,0.311458,0.45
141,uxCc_3ybp1w,180.813967,184.4843,0.886719,0.6055560000000001
142,zA_KKsewlN0,22.7,26.466666999999998,0.502344,0.266667
143,Drw4N5gyE5s,182.64,195.88,0.432812,0.293056
144,zjY8yp0Lea4,293.993,299.999,0.160417,0.341667
145,dh2KO-ndeXA,6.009,9.009,0.2875,0.470833
146,izmFd46A-2o,133.4,137.2,0.09765599999999999,0.634722
147,raN3iblWVCA,86.964875,89.964875,0.540625,0.277778
148,QrSD1SiWE-g,86.76,90.0,0.532813,0.263889
149,rXMZwdPuUL4,282.6824,294.82786699999997,0.659896,0.413889
150,R54HBkWnjA0,108.56,112.36,0.498829,0.38125
151,SVmU5EruDek,282.04,286.04,0.459375,0.25972199999999995
152,f_Id9iuwYCI,86.38095600000001,89.38095600000001,0.541146,0.288889
153,vT7ya4P-Tdc,30.234,38.066,0.484375,0.354167
154,eIZIX4C_aHA,286.386,290.157,0.223958,0.35
155,_2Rjfow5gow,150.283467,162.695867,0.698438,0.336111
156,TfgG-f2kg6s,120.07828899999998,131.08928899999998,0.550521,0.45185200000000003
157,G4_DzPdq4iA,79.496378,82.62437800000001,0.659896,0.199074
158,BhhZx3A5s0U,288.433333,296.966667,0.569531,0.330556
159,_Nrk8qVmpAs,255.296711,259.008756,0.599479,0.453704
160,8nhzwwRYaUI,231.916667,236.708333,0.8007810000000001,0.4375
161,_fVXHa8YytE,56.181,59.976,0.625,0.391667
162,PzextUt0ULg,258.667,267.799,0.640625,0.429167
163,lxm6ez2cx6Y,104.084,107.084,0.308594,0.269444
164,6f1mFisoJmc,127.0,130.4,0.48125,0.327778
165,mec0Xq_es-M,230.19663300000002,239.973067,0.5625,0.3
166,iJBAQhn2hGU,62.328933,71.8718,0.525,0.35277800000000004
167,hkNEYLEOY14,284.751133,298.865233,0.494792,0.20925900000000003
168,-I_p-JWIBvQ,200.992458,209.95975,0.429688,0.25
169,wfCoM-iRM_w,210.21,216.784,0.589063,0.313889
170,UOJalWkW7TA,287.233,291.033,0.175,0.373148
171,j8aPVezDumU,275.208,278.745,0.47031300000000004,0.24629600000000001
172,bNoDFfCAMoE,195.16,198.16,0.499479,0.33148099999999997
173,rUiBsv8qwVE,202.0018,209.97643300000001,0.21779899999999996,0.416667
174,9Q21gUd6Dec,60.794067000000005,65.999267,0.492188,0.284722
175,A1JlmO5jmmM,146.713233,149.98316699999998,0.363281,0.218056
176,xM8t_Uyp_RQ,72.266,78.3,0.44375,0.406061
177,xA1GCDtaXiI,180.389,185.299,0.497396,0.371296
178,O875yPaT4WI,90.0,97.56,0.693229,0.24259299999999998
179,2swgVhbALyg,210.251711,213.838867,0.42421899999999996,0.24027800000000002
180,3chEXx3X6Yw,284.917967,293.459833,0.595313,0.42036999999999997
181,t79Mh1C0h_Q,253.966667,260.766667,0.808333,0.24259299999999998
182,xK9fvxGzM1Q,30.0,44.6,0.55625,0.37037
183,Shoez-jYnXE,199.9,204.233,0.464844,0.336111
184,OX92q31fFwo,196.196,209.97643300000001,0.6367189999999999,0.306944
185,BlNeh7_qaZo,97.631,106.339,0.32968800000000004,0.326852
186,heqIxWBhjSA,40.733333,47.8,0.500781,0.466667
187,h0YpOFOsmpc,270.6,274.933333,0.35781199999999996,0.402778
188,sZdAE3kcfT8,188.666667,193.23333300000002,0.428125,0.401389
189,BirNuIOo8gg,186.7866,190.523667,0.46796899999999997,0.372222
190,yLZ_6lDZ0Xk,167.83433300000002,179.9798,0.401042,0.378704
191,5yg8d38j6CA,91.6,94.6,0.501563,0.256944
192,OYzQqH1AxZE,30.13,36.703,0.770312,0.28425900000000004
193,bLK6F2jxW0Y,194.4,201.766,0.45729200000000003,0.223148
194,uIbMfC7h3XE,127.36,132.36,0.597396,0.414815
195,gXjw-trUtYg,82.792,87.333,0.494271,0.24722199999999997
196,SfwFqtDrOR4,8.6086,12.5125,0.697396,0.325
197,wHT4fEn7tuk,71.32,74.32,0.560937,0.358333
198,GPzlY-O8vLo,11.76,14.76,0.602344,0.258333
199,_1H-xHdVHIs,292.2,300.0,0.794531,0.515278
200,Dpt5xu7qyMU,111.180733,114.180733,0.563281,0.368056
201,5JZDCfxcqT8,52.56,60.0,0.597396,0.251852
202,LAGyh7Lr9PU,213.9137,225.3251,0.807813,0.30277800000000005
203,uW9YcIxNF5Q,60.026633,69.63623299999999,0.498958,0.43611099999999997
204,XxA-vjb270g,198.7015,201.7015,0.735156,0.502778
205,BeiUOc9PxBg,270.24,273.24,0.555469,0.130556
206,XJcTf-aSOCU,296.985,299.985,0.188021,0.3
207,_HXh3MKNgys,120.0,127.63333300000001,0.480469,0.6027779999999999
208,Kt0BgFt-h_4,154.9548,162.9628,0.719531,0.45138900000000004
209,ivsLWRqOXpc,33.9339,45.3453,0.577344,0.263889
210,07wM2ZXHobI,288.533333,300.0,0.49453100000000005,0.355556
211,zEpkWCpX5AQ,290.966667,296.466667,0.513281,0.279167
212,MM1fN_RYukY,72.633333,80.666667,0.464844,0.17222200000000001
213,nxkxUesjkHA,182.482,192.092,0.491146,0.287037
214,_9r55_-jJ90,257.733333,260.733333,0.459375,0.297222
215,am0U2aOMwX4,76.443033,81.41466700000001,0.780469,0.341667
216,ht405Whq_iY,271.52,279.2,0.713021,0.313889
217,HnHi_hSTxe0,232.6324,236.0358,0.473438,0.43055600000000005
218,LTWkdGyz8og,79.9,86.166,0.507031,0.31666700000000003
219,z0gv5NQPuv4,147.0,150.0,0.846094,0.611111
220,CLECVUizMYw,240.407,255.213,0.582292,0.396296
221,3MMM8rUawxo,233.9,238.567,0.582812,0.327778
222,ZO_2R5RHbU0,245.668533,248.668533,0.495312,0.23333299999999998
223,nXjOnSLPnBE,289.1,292.1,0.43911000000000006,0.284519
224,DLmAA7BvZj4,21.24,30.0,0.30625,0.330556
225,3zac0zo9fGo,90.12,100.0,0.544271,0.332407
226,IS2QoQIBz7Y,283.416,288.655,0.428125,0.338889
227,9VBQ8s1Cg1Y,285.8,289.32,0.495312,0.2
228,nkmlUag8-kQ,155.922433,168.635133,0.489063,0.3625
229,MJDJQl_wx_c,60.427032999999994,69.5695,0.490625,0.369444
230,1ENtPSKjD2I,182.54,190.12,0.615104,0.27963000000000005
231,3fY4X9NlONY,288.7885,299.9997,0.4,0.324074
232,XFXcJ2tBlog,295.12,300.0,0.501563,0.323864
233,nQiFsoL96Ao,81.48,87.92,0.5039060000000001,0.27222199999999996
234,BeII6fRFXzw,100.725622,112.278833,0.14843800000000001,0.470833
235,0m4_JnhSoDc,75.52,84.24,0.517188,0.274074
236,cmzY2d1YBio,159.16,169.12,0.386979,0.238889
237,d70KrTN0xv4,197.730867,201.568033,0.560937,0.2
238,nWVcss3MF94,92.38395600000001,101.81004399999999,0.311475,0.37083299999999997
239,U3trxmp0z8E,16.286,19.286,0.351562,0.40555599999999997
240,fWkbJs3XLrs,224.45756699999998,228.1279,0.24270799999999998,0.292593
241,XUnEIdnBNF4,163.085022,170.457033,0.515278,0.304167
242,zVHrdL_C9bE,45.88,60.0,0.381771,0.061111
243,K8VP-wuB_E4,289.12,296.28,0.5875,0.340278
244,NtpiGxOLxCo,232.315422,236.069167,0.647396,0.278704
245,6aiBk4cZ5zI,210.0,220.84,0.503125,0.49583299999999997
246,nJ9E-9vISVM,31.164467,34.2342,0.335156,0.468056
247,8vlFPYpVawc,215.048167,218.751867,0.460938,0.48148100000000005
248,JNntiAIQNdU,292.72,300.0,0.751042,0.34536999999999995
249,OjweGdP95xE,16.058,22.69,0.492708,0.361111
250,eren5jrNTzU,44.84,52.16,0.755729,0.268519
251,Kfh6Z5fwb4k,101.88,104.88,0.75,0.239583
252,NDYmMOwovhA,264.9647,269.636033,0.619438,0.18125
253,zzcwAQ9P5fg,120.12,125.6255,0.514062,0.25
254,2dJrQ-T04RU,191.127267,194.127267,0.51875,0.550926
255,zJN5xeDHSmQ,216.333333,219.466667,0.867188,0.4
256,7eWukyIxrAc,260.893967,269.9697,0.46953100000000003,0.483333
257,dzedpNr45Q4,251.5513,258.6584,0.817969,0.293056
258,SomO1nYlS3c,252.385467,255.4552,0.577283,0.43125
259,gOBq7Wh7wSY,30.0,33.0,0.592187,0.40555599999999997
260,4kKBVz4H1EU,24.902878,27.902878,0.491667,0.389815
261,94JNhkXrMVc,37.52,40.84,0.660417,0.208333
262,C4qYRaDhbVI,121.8217,127.060267,0.525568,0.267361
263,Tc1e5xSbehY,156.4593,159.4593,0.475521,0.355556
264,lTycj7X0nz4,38.8388,44.177467,0.49722200000000005,0.3625
265,sJcBnpNC2EA,265.265,269.9697,0.410156,0.30833299999999997
266,KBG-iCnKyJY,258.091,263.513,0.490104,0.300926
267,ueR-rkj5RFQ,134.24,140.92,0.638542,0.373148
268,kXjC3CpGAfY,240.07316699999998,248.181267,0.50625,0.425
269,3UMTRmYLNl8,202.166667,210.0,0.48125,0.45138900000000004
270,vK4aWESvrZc,212.8126,216.683133,0.470833,0.36296300000000004
271,WlJa2qvZ2P8,46.8,58.3,0.10468800000000002,0.837037
272,OVosjKjljIg,210.0098,224.857967,0.513021,0.248148
273,AojRKnEoNsQ,210.0098,220.186633,0.653906,0.508333
274,22Tu2ZHIdT8,240.0,248.2,0.627604,0.24629600000000001
275,kjNctIxNUg4,241.341,247.113,0.290104,0.289815
276,sUGs6gXkdZU,110.5,114.766667,0.58529,0.5444439999999999
277,KQA45K7wgNg,23.189833,27.027,0.311979,0.20925900000000003
278,D3_bS3VNhb0,61.528133,70.987589,0.21093800000000001,0.205556
279,Gxj9Va6EYxI,99.12,103.52,0.17968800000000001,0.706481
280,2izIu_LlYZQ,21.788432999999998,29.996633000000003,0.567708,0.414815
281,6WAanK3eMRs,86.76,89.76,0.339062,0.348611
282,N9eyit_I_TE,57.0,60.0,0.13125,0.5074069999999999
283,qLpxnHk6q50,293.433333,300.0,0.469555,0.460417
284,UH28iJ7lVfg,116.995,119.995,0.727083,0.244444
285,lIDeql_n9yU,197.61408899999998,201.7015,0.796354,0.401852
286,qErZ2AQDMB4,36.48,39.72,0.425059,0.304167
287,AkPjax1UlaE,258.72,270.0,0.744531,0.24861100000000003
288,lE2OBs1Njak,46.846,51.818,0.531771,0.394444
289,LDNGCSHKJX8,68.535133,75.842433,0.502344,0.2125
290,xA5oR5FVsfI,272.08,277.0,0.8390629999999999,0.21527800000000002
291,SPkHdHFn2tk,250.94561099999999,257.37237799999997,0.5039060000000001,0.35277800000000004
292,8Er9u-6VKJQ,83.149733,88.455033,0.360417,0.45740699999999995
293,JbegpIe2Y4k,150.0,153.72,0.674473,0.272917
294,RHyazS0bSnw,158.44,164.36,0.18906199999999998,0.643519
295,mz-FrV7XDfg,30.0,41.2,0.561458,0.271296
296,kXbXeAP5CSM,68.5685,71.69662199999999,0.397396,0.314815
297,jNq2hQiK3po,240.2,245.76666699999998,0.48203100000000004,0.490278
298,4C2dN97t0XM,34.300933,42.575866999999995,0.521875,0.30833299999999997
299,CfUMHG4xxic,271.24,281.0,0.361979,0.263889
300,VRKII6xfZU4,0.0,9.066667,0.834375,0.375
301,D637a3S8rII,106.96,120.0,0.48203100000000004,0.30277800000000005
302,3n2HP-NqOoU,201.56,205.28,0.713542,0.414815
303,dG_uo5XACy8,251.718133,255.588667,0.598437,0.315278
304,8VwJC994XqU,92.959533,96.029267,0.5,0.46388900000000005
305,6Wur0qAONjA,131.64,138.28,0.645833,0.239815
306,uwrNIao13cE,204.245708,208.124583,0.225,0.31666700000000003
307,l-zAGGPRp28,20.72,30.0,0.481,0.388889
308,ikXBwf6xaD8,173.2,178.72,0.28281300000000004,0.338889
309,OH_0CA1u2H0,0.0,4.963289,0.452083,0.47963
310,F6o0jixtxvM,227.583333,233.541667,0.270313,0.327778
311,JVYBpAp8aRs,9.342667,21.5215,0.385937,0.22222199999999998
312,IU7HHAcMd00,90.32,93.96,0.915799,0.08055599999999999
313,ViErKC48HJ8,11.292,18.292,0.507812,0.2125
314,7ee6-HEjwtg,240.0,246.52,0.38125,0.380556
315,pcFDUgRNgOQ,243.92,246.92,0.639062,0.27222199999999996
316,BLeY0CXIzqA,151.64,165.48,0.503704,0.391667
317,hYD7DLtfPNU,180.0,183.56,0.340625,0.291667
318,83Xkl5kG3YE,198.96543300000002,202.435567,0.526563,0.2875
319,AJKiJFU7nAI,204.737867,209.97643300000001,0.8523440000000001,0.804167
320,x_3bJ7cffGU,244.76,248.24,0.500521,0.282407
321,soW_xcoisrI,293.084456,299.757789,0.463021,0.365741
322,hVA-CTYFfwY,158.433333,161.433333,0.338281,0.173611
323,UbKDHEK8i8k,190.533333,193.533333,0.542188,0.475
324,Islr5VSwUk4,139.0,150.0,0.085938,0.5013890000000001
325,cZVtNr1I7u4,36.791667,45.958333,0.46953100000000003,0.15
326,jZoto0nyHho,84.000589,89.964878,0.726042,0.23425900000000002
327,81KhkfoSAVY,60.226833,72.2722,0.43671899999999997,0.376389
328,f4h3WXcalPI,146.98316699999998,149.98316699999998,0.45390600000000003,0.156944
329,T43hNG-veVA,6.04,13.2,0.635156,0.31666700000000003
330,o57s3x2cPPc,196.667,203.466,0.221354,0.251852
331,1nrpk_fqpd0,236.166,240.0,0.09296900000000001,0.388889
332,UPipfg9fuWc,227.367,238.667,0.61875,0.289815
333,2zQBWnjSEMQ,282.919,285.919,0.490625,0.171296
334,jVN4OrUoOXE,254.0,257.84,0.567187,0.343519
335,ePFIMz9gYQ4,252.352,255.989,0.725,0.282407
336,pLe7Hvu7Y4g,232.607,239.989,0.35625,0.401389
337,P2IfFQus7lI,206.97643300000001,209.97643300000001,0.44453100000000006,0.488889
338,Xjy8-yoU-xo,202.3021,209.97643300000001,0.47890600000000005,0.23333299999999998
339,bNvOjriD3ms,53.2,60.0,0.45859399999999995,0.25416700000000003
340,p18WGG7Cpro,120.286,124.165,0.6125,0.32592600000000005
341,o72FS24Y6os,55.521,59.96,0.5039060000000001,0.24027800000000002
342,XFDMmmgEgR4,210.0098,213.9137,0.500781,0.309722
343,axg02Dn4EG0,47.117,50.117,0.521094,0.458333
344,LuBbY6zwMB0,235.36,238.6,0.482292,0.34444400000000003
345,--ky4axzxbY,255.822,269.969,0.348438,0.275
346,gD2Yr8xVfh0,135.3,150.0,0.49921899999999997,0.34444400000000003
347,qdVzOpLKfxs,199.432567,208.641767,0.510938,0.262963
348,L5Ymbswv78w,189.272422,197.322122,0.684375,0.366667
349,Wa0gVQtupic,46.64,49.64,0.157031,0.447222
350,MhUgvSQx36o,175.909067,179.946433,0.517188,0.368056
351,6r-b3xou3EQ,120.36,125.28,0.457031,0.20694400000000002
352,wcbn5LFKhAw,107.4,116.12,0.358333,0.26759299999999997
353,YqiuO92hrBc,217.2,223.066667,0.859375,0.833333
354,oHv_oVbIApo,191.44,202.64,0.307031,0.313889
355,4-Ud41M2EsA,74.166,77.233,0.42734399999999995,0.329167
356,z0wmJbeBr7E,141.741,147.214,0.409375,0.269444
357,jd2_AsRIxVM,102.6025,112.67923300000001,0.548958,0.288889
358,AcBR6inIMy0,109.36,120.0,0.642188,0.23055599999999998
359,1W6cXOFx-Ms,285.21826699999997,293.0928,0.549479,0.471296
360,n3hp5s30X50,243.61,258.191,0.475521,0.35
361,-1n-Uy-SZZo,180.01316699999998,184.14228899999998,0.774219,0.398611
362,LmD_A3V2q1g,204.470933,209.97643300000001,0.501563,0.3625
363,fu0qV8eHGdk,270.0,273.066667,0.30625,0.5013890000000001
364,By6HPusrDG8,51.24,56.92,0.780469,0.520833
365,lOhCVLzUrzM,240.0,246.833333,0.85,0.502778
366,9n6e7aoXhJk,270.2,273.833333,0.535937,0.588889
367,Nr5oAGQCcFg,43.8438,50.717333,0.5240739999999999,0.44444399999999995
368,QUGyOMfIAcw,49.3493,57.9579,0.5375,0.248148
369,n7z39m8OFTs,154.8,167.08,0.650521,0.37963
370,nuB3hJ6G8b0,30.113421999999996,37.620922,0.324479,0.25
371,2PppJDoim0o,261.261,266.4,0.45156199999999996,0.330556
372,OE_1T44a_oI,290.3901,299.9997,0.525781,0.25416700000000003
373,V5iTnNJcj1Y,276.88,282.52,0.591146,0.337037
374,wHmlpFOMhAs,113.5,119.53333300000001,0.629707,0.186111
375,Hr1ZAFuFuIw,194.06053300000002,197.063533,0.494271,0.387963
376,afgkKf3txVA,286.4,300.0,0.767969,0.30138899999999996
377,aO0cFHpaQtE,270.0,275.96,0.813542,0.257407
378,eUR6MO9WlZM,216.9,219.9,0.48359399999999997,0.38611100000000004
379,igjWg0eF7r8,270.0,278.04,0.464871,0.275
380,44KUXV4Ge3A,168.64,171.64,0.33125,0.22407399999999997
381,q9BCz3RlwCU,3.083,6.083,0.507031,0.25
382,WMz_Yrzf86I,52.68,56.38,0.360417,0.26759299999999997
383,uoqk3TXOm5A,18.452,29.596,0.6835939999999999,0.16805599999999998
384,cAzxeq_4BqM,170.566667,173.566667,0.464062,0.3625
385,L05pWiAHz_o,121.64,125.36,0.615625,0.16296300000000002
386,usawh464DDI,296.6,299.68,0.841406,0.75753
387,WKh6qtOQiEo,219.764211,222.764211,0.528646,0.324074
388,Bav_lpeDr1I,76.50976700000001,86.11936700000001,0.49843699999999996,0.223611
389,Gq-H0A1dqdE,125.19173300000001,132.565767,0.374219,0.283333
390,6JYJWuMIB7A,224.3241,231.39783300000002,0.39218800000000004,0.351389
391,4PLukoqBIB0,210.251711,216.92504399999999,0.8367190000000001,0.7722220000000001
392,yve1JypZ5oI,10.51,13.98,0.565104,0.276852
393,e5XSP8bktnc,51.342956,59.976589000000004,0.38906199999999996,0.412963
394,bc_XtB5bQgs,69.16,72.16,0.586719,0.265278
395,BZxT32NsLRs,71.971,78.678,0.458333,0.18240699999999999
396,XGUCmgpGmis,54.054,59.684622,0.34791700000000003,0.30740700000000004
397,B3e7pKhwDPw,233.766867,237.470567,0.578125,0.276389
398,yHf-yEHTxns,113.6,116.92,0.691146,0.277778
399,_DKRfbQ0utU,120.019,130.497,0.476042,0.176852
